Account_ID,Customer_ID,Date_Opened,Account_Type,Opened_Legitimately,Branch_Location,Employee_ID,Number_of_Accounts_per_Customer,Time_Since_Last_Account_Opened,Employee_Tenure,Account_Opening_Method
9ca9c091-fd17-46d9-9312-11ecd88a28f6,73a6bde8-3bf9-4925-af73-08bd3f9bdcf4,4/16/2023,Savings,Yes,Woodville,5691a6db-5410-4946-beff-08213f3ddf0e,5,110,4,Phone
e4d969f0-7570-4398-94f3-06840d09a12c,8ea87647-af1c-4d8e-b58c-27a70d882972,3/25/2020,Savings,No,East Elizabeth,0e3f8056-4b2d-4e77-98f6-82e91ae2d001,4,94,4,Phone
7a7f1389-5f79-4658-8ae1-68c0ee28be63,02eef7f9-91c1-49b3-9b4b-ee93b7510409,6/16/2024,Checking,No,New Paulside,9f91a219-fe80-471d-8930-44bb17879950,4,328,4,Phone
e854dda9-25dd-4fb1-9747-4de34fc0f644,dc5b7b44-16d9-4e08-bc2a-4455c55d61ae,3/1/2021,Checking,No,New Johnton,f58916c2-1d4b-4d7c-b3a8-9856e0bf14a9,2,220,0,In-Person
ad8dd580-727b-43b1-8669-1aac3cb752d1,b3acc395-22b4-42c1-b2c5-cbf554e48bc3,7/25/2021,Credit,Yes,Lake Melissachester,0a9893cf-2dde-4ed3-8895-76ef176aee3f,5,158,10,Online
9a59c43b-628a-4947-9dc2-4a702a10e6e8,f364c2f9-dadd-4a90-bc2e-84f3d8d88b40,7/4/2020,Credit,No,Robertside,e10078c8-2ac1-4882-93eb-c89d28253b07,4,19,9,Phone
6dd43760-57b1-415c-883b-9492c52a2f7d,e30c59e5-35e0-4a8c-be9a-9bb156f7ed26,9/2/2024,Savings,Yes,Barbarafort,b78ef298-352a-4320-9001-13b6909d4b36,4,258,7,Phone
21536b3e-8c4c-4fd3-882c-3216e5d34755,38ace1c3-090c-4840-8ba2-9915774fb152,4/14/2025,Credit,No,Phillipsberg,19165eb6-fe1c-4688-8a49-b263c69bbb5b,4,59,3,Phone
e40d75bf-ef27-48a2-8c26-861f70a8fa7d,b4c686b9-7580-4a7f-b281-8a68ef6e78d6,6/6/2022,Checking,Yes,East Charlestown,ea83a525-6a67-4c51-a7fb-cac00ad56ef1,1,72,0,Online
bf063e5d-63c1-496a-b34f-2a64bc70a594,f9da18c8-74f9-48ff-be26-0c7db2fbaa3c,2/20/2022,Checking,No,Bowersstad,22e3b294-d2cd-48be-8015-ce0a4c0d3e8d,2,2,0,Phone
58308b4d-736f-46aa-b381-c8e1dcd222a1,73f94736-54d1-46f5-9e73-593a183f8274,4/5/2022,Credit,Yes,West Carlos,cd89b12a-8a12-4e27-aadc-fdf381c698ad,5,138,3,Online
70147885-6c2f-44e8-b140-9f8a1a8a974d,7cc192ba-b56d-46e7-b3fa-6514c57f9071,2/13/2022,Checking,Yes,Anthonyborough,fd657ec7-630e-4784-a8de-600315ae0b78,2,58,10,Phone
e64a5682-bfd5-4f7e-905f-fedbb120e968,71ecb15d-45e3-4f0e-975e-0d58279779a9,1/14/2022,Credit,Yes,North Kyliefort,0e64349e-5f49-4727-9807-078a02e16930,4,164,10,In-Person
0921b801-e21e-4583-abfb-35aed39de065,7c56da56-6f28-4c02-8ccf-86df693159c0,2/13/2022,Savings,No,Kaylaborough,56fb0846-a346-40b1-b584-934de2824ec8,5,365,10,In-Person
f470d1bd-7b60-4525-af22-65233531d180,ad796526-0a91-4cb3-9fd8-536a63ab3e30,1/20/2024,Savings,No,East Melissamouth,85184877-3701-48ce-a17d-21cb87f2ad48,4,100,1,Online
c2820d59-38ad-47f4-acc9-3989fb98e8bd,a83be39a-a4ec-41f6-b32a-00e037b14f8b,4/16/2025,Checking,No,New Thomas,a1a9e358-472b-4f33-974d-6eff540f6e1f,3,75,6,In-Person
d245c014-5599-4293-9bad-e161cd00e3c3,58058881-1314-4ddd-b4ef-53a1f3454040,6/18/2021,Checking,No,West Nancy,3b3084da-cc03-421f-a640-77854050cd49,2,289,4,Phone
d943147f-317b-42a1-9724-7063a58b51ef,07c75956-fd62-497f-9c36-0eaf20e4b989,12/27/2022,Credit,No,West Courtneyshire,b7f121b6-7f7a-4c56-acdf-6c6503a9c77c,5,199,0,In-Person
92546587-ba95-4044-92ba-5d930ec1986e,9d834a87-851f-4ba7-8f92-acacabac1c34,3/20/2021,Savings,No,Lake Brianna,48df6188-df8d-4622-b057-30eb29794532,3,111,2,In-Person
78e56908-55ae-436f-be44-7e646a7985e0,1d3ce52f-cbba-4bf0-92f6-71ab1f0d6473,7/23/2023,Credit,Yes,North Nathanport,84a0decc-663c-4507-bc36-72d8e451210f,4,281,0,Online
a5d43fdd-bef6-4aa3-ae3d-0eea554b93ba,9b130a8b-2a77-4e07-8ee9-e958bb3c1c70,4/4/2025,Credit,No,North Arthur,34144f76-94c4-41de-83fb-7babf7a8124b,2,231,1,In-Person
f3d642a8-d60f-48e3-bb4e-0136cabe2295,55e6f891-4013-4c57-b81d-a2700b88af43,12/27/2020,Credit,No,Riggsland,c25222d2-bbc1-4c30-bfbb-8f038cc3f80d,3,113,7,In-Person
cd1b8431-f032-4f23-9d6c-61c8e605ba78,a0834ddf-50d9-4b56-838f-c405d1f075fd,5/20/2021,Checking,No,North Sheila,43d5e069-0c93-456f-b332-3a1991842299,5,68,10,Online
47c94850-7920-493c-90b9-1bd4e390bccb,2608f8fa-d4b6-4cf0-a526-db393db5a819,7/1/2022,Checking,Yes,Russellport,77a979b2-0953-4901-914e-a44b250cfa2e,5,196,0,Online
39c916c5-a1ee-4f27-a166-0408c79a229a,a4dbed14-e00c-44b0-849e-95a084df48d0,2/12/2020,Checking,Yes,Goodwinville,296f5e34-1093-44af-91d5-3a91a33b9dcc,4,54,2,Online
fc66bdcb-a9d6-406b-98ce-74bc9c537bd8,90da760c-6e0a-46d8-a4c7-311a48fb3391,8/1/2021,Credit,No,Sarabury,9655fb55-7159-40ea-8573-67e856f4f131,3,15,10,In-Person
b325c454-063a-40bc-8898-33faf03a86d3,e7d8315b-326a-485f-95b7-926dc88d7d6a,2/18/2020,Savings,No,Bradleyview,a783f096-3235-48a7-aa8e-25a3170659b7,1,319,1,In-Person
97e8179b-45e9-4879-b12d-ae3d5e5a30a5,d04cc958-ec5a-42cc-a9d4-3321051c8a9f,9/28/2021,Savings,Yes,Richardton,7191ad26-f5ed-410c-b3c8-a7091c7457b0,4,297,9,Phone
062efcd0-19cb-4eee-b68d-33c298cda0e0,f31c5611-3fad-45f7-885d-8ecea8c60716,4/1/2022,Savings,Yes,Abbottmouth,7fe9b117-b23f-4ba0-a21e-d0ff24accf32,2,126,1,In-Person
8365e542-1bd6-4ae9-bc6b-219d11c2bdeb,9fcaecee-832d-4d5e-805b-b303aa1a915a,7/26/2023,Credit,No,Lake Marilyn,f948155c-9d8b-47a6-b663-d4c99520488a,5,241,2,Phone
4c5c0ef5-ee0c-4288-9a13-c6c2d21a0a0b,62f52ec4-b82c-4e7b-9500-029b9b7b7aca,6/22/2023,Checking,Yes,East Coreyview,dc787fd3-ff8b-48f6-b9bf-e8b0975abb40,3,344,6,In-Person
e4495b0c-7c09-4048-af6b-29653f38327a,fd6adf74-5462-455b-9961-75b0b7d9ef37,1/25/2021,Savings,Yes,Port Bianca,27a827d8-4999-4ca2-9ee7-b56b5bab4d42,4,253,4,Online
64d9a30d-09da-4d34-8c4b-6f23d1b1ee6c,44e6e414-85e4-427f-b4cf-95352e4b6ef7,11/8/2022,Credit,Yes,Johnsonfort,088948d7-6ceb-49f7-93d1-ff392041fa19,3,128,4,Online
957a9374-b2f5-4ff9-b355-2bf5fd37ba79,a6135656-e9b7-4f02-991c-674c446f53c7,5/17/2020,Credit,No,Hendersonfurt,f6fc95fe-d7a5-47b0-a4bb-702ed30b2237,2,303,9,Phone
d369a229-fbbb-4680-b89a-c18d71daf100,099a4819-a642-42ba-99a1-d2acddcffe8f,2/10/2022,Savings,Yes,Johnsonland,3faeafe8-88f6-43f2-aded-ce4b3cbe45ae,1,133,7,Online
adf9da19-ae33-4009-afed-30eaed07bf4d,78164c93-ebaa-41b7-a493-e9a4618478d5,11/1/2020,Credit,No,Lake Tristan,e574bc05-7e24-472a-9e74-647b7c510c5c,2,33,10,Online
8ebb645a-38ea-42c5-bbe9-4d6904b82597,3b6a6679-34ef-439f-9d14-248e06078720,11/21/2022,Savings,No,Monicaville,85883bdc-a803-48dd-9672-0f248aa861c2,2,243,9,Online
7995c459-ad07-4bd7-a3e7-da49acfe2de3,66b545e8-17ff-4203-b429-849855c12480,10/27/2021,Savings,No,North Amy,37e9abba-6ad8-48e2-a0f5-51845cfff7e9,4,186,8,Phone
72be60bb-6575-483e-bf22-ad73787d75f1,2c7b2ef9-e135-4bd4-a395-f0b9bba79114,4/4/2024,Savings,Yes,Jacksonfort,a5251c40-ee3c-462e-a29f-94a39cd86dbe,2,256,9,Online
777ba7d2-5230-43f8-aad4-7dbaa7000386,2f622474-aeb2-4d7e-b4dd-16617d1d34e6,11/5/2020,Savings,No,South Carolynshire,6671f93f-46d0-4b0f-a83c-b3f6e1b07c6b,3,2,7,In-Person
4e717e87-0650-4df4-9c44-e436ccd5d540,833747dc-e322-46da-a85c-70b0dfbc3744,2/1/2024,Credit,Yes,North Joshua,ed6e9e48-3162-4402-8984-b8cc63d5d16a,1,15,4,Phone
13ae0c30-af95-4b20-ad84-b7be9fdeec1d,0b22d89a-06b4-4eae-839b-a860d66f9c9a,9/1/2020,Credit,No,Martinezland,8e53b07a-d3ea-42b8-bba3-4d797b17b081,5,60,8,In-Person
bdc38c40-78b7-4c79-9781-47987bde9508,79db77c1-24f9-452c-8880-fc3907b839d7,8/12/2020,Checking,No,East Cindy,f88241d2-b4d4-4ace-ba59-5264cf78d3a3,1,363,0,Online
71f93a9e-7e83-48ce-999a-bcf91bdbd5a0,a5cf2374-80fd-4f36-8335-17bec4b98953,8/25/2024,Checking,No,Smithchester,b39e01bb-0b97-478b-8c40-e57dc192e3fb,4,62,7,Phone
fa19f431-b836-4beb-98f5-9e32118b1372,aa409e0d-8c6c-4c5e-8ebd-5463efc6b0a1,9/5/2021,Checking,No,Bryanthaven,614cee49-41c4-44c2-951b-6765ea88a304,3,364,6,Online
a886fea1-8eed-4318-8e30-d5dc3e0ccca2,ae041622-b6b5-4cd5-b18a-72c3995dcb17,1/1/2020,Credit,No,East Jamesside,cf58a08c-e658-4f95-964e-21d34a4acd08,3,245,6,Phone
bdd620e9-b0c1-46a6-a2df-09a6af327fe4,ba94b62d-f5fc-4c9e-bf6e-383666a33683,11/19/2024,Checking,Yes,Cliffordland,34a665e3-8d85-4e4e-9e8c-dd2d47ed55c2,5,120,2,Phone
aa3fb367-c7ab-4f84-938a-e887ba5cfdeb,50c8bcad-2d9b-4c5b-8a4f-c49f0046ed31,5/7/2024,Savings,No,Lisatown,93456623-9e36-4c6d-960b-4090b7ecddb2,4,300,9,Phone
e604c4c5-0e50-4a7a-bcda-c0fd27ff47bc,2692d7ef-d9bd-4913-b20c-58cdeafdfc69,11/6/2022,Checking,No,East Sheryl,e7910709-9540-46d4-af19-d5179352f0d1,3,243,1,Online
77b49f16-652f-4916-873e-7f4d41b39481,3bf91c55-43ab-4647-8ac6-d286d9e537ec,6/27/2020,Savings,No,Port Michael,38a77f67-4d42-49cd-bd78-cb18f63907f7,2,342,1,Online
48cde458-2b4a-4bff-882b-2b8ec2ffb85b,d737f4a3-0e76-4ec2-9d58-885fa1f9c7f0,3/21/2021,Savings,No,Lake Jeffrey,0590ee3d-df39-403a-b35d-95e1510aa4c4,3,77,9,In-Person
f08f2c04-5760-46d4-9eb6-3e27157a3738,0131691f-a883-444f-955b-b2dc07c3162e,4/3/2024,Checking,Yes,Gomezfort,e08d2e08-89e9-4306-a7b1-7287079a59f2,4,274,6,Phone
b7e5c3bc-899d-406f-a5e9-5e79dcc6d7bc,270d2eb2-7e2d-40df-8962-396b4dbc2910,3/18/2020,Checking,No,New Robert,468a24ab-7375-422f-bedc-a12e8f9a30cb,2,172,5,In-Person
336c2265-48bd-4d26-b265-94569ba38cb4,5f3e1546-863e-49ea-ae84-8d870aee652a,5/1/2020,Checking,Yes,Lake Mia,6c688590-cc0b-48c9-9206-a5dfea4ac180,1,356,6,In-Person
543016fe-e793-4dff-b0ec-d471714a453f,2c38a0d1-c8d3-4f10-b04c-f648ec2fbad9,8/10/2020,Credit,Yes,Dennisburgh,e56f49d5-0c96-4480-930f-ff1ca568421b,5,307,10,In-Person
a8611264-3b99-4bb2-a0be-1697ddd0c112,7a7f1c8e-346e-4438-a6c5-796e365dccf0,3/25/2024,Checking,No,Carrollfurt,fdf858f6-60d5-41a9-ab51-019d79c21d06,2,125,5,Online
ef601373-b11e-4657-bf61-03198043fa4a,43bed055-a7b2-4cfd-9b33-af599c508bf8,2/14/2024,Savings,Yes,Aliciashire,d6a29a7a-a2d9-4943-99f1-8476b9e96e23,4,5,3,In-Person
b7752053-e685-482b-950e-9eee2253c61e,ebb7a365-e28f-40ac-b308-ab68e9467c27,10/4/2023,Credit,No,Stephentown,3836efa5-ffa4-4df5-bec6-5071f76e4968,4,55,4,Phone
f279d9da-993c-400a-9599-dd13a2601f3e,c8257dc7-1c62-4769-99a4-f581f76cc330,7/1/2023,Checking,Yes,Murraystad,0ad93ef1-3c1a-469f-8fe3-4be8b9e2cca5,5,210,8,In-Person
538a4b73-53ce-4443-be89-bc6051319272,83396144-4966-41c2-bdba-f907d92b7142,7/7/2024,Savings,Yes,South Rebekah,17426778-1159-4ced-ac44-49c6211f86cc,1,343,7,In-Person
cd58ecf4-531c-44df-94f6-c512c66f6098,3dc70c37-bd9c-482b-923c-c28290cfe3f2,12/25/2022,Credit,No,Millerport,bd53877e-e781-495f-a0d5-0a32bca3349d,2,298,0,Phone
0431bf14-0cc4-42f4-a941-16f0a39b3513,6eee245f-0c7b-4dea-87a2-a5e58d0ca746,5/25/2022,Credit,No,New Davidton,d548db1e-04c7-49e6-b1e7-31b42aa7f3a0,4,203,4,Phone
2f747749-2351-4b39-beec-a006e130d6e9,68a11256-2665-42fc-bbbd-4691da1eb932,6/27/2024,Savings,Yes,Smithhaven,3ffd34c3-944e-4913-9258-d1ac220bd0ac,4,190,0,Online
9a8d743c-d867-47f5-9225-f4a589b2da1f,74f310a9-26b4-4685-ba8d-96548eaafcb2,12/27/2023,Checking,No,West Kellyburgh,9c57e77b-fb18-45cb-9a16-d694a0856545,1,37,10,Phone
1179bd0d-1d61-4cdc-920e-030258b51d4d,094318c4-354d-4bab-9573-4960b9726b3a,1/14/2025,Credit,No,Jacobport,3e57dd0e-77c8-4474-b4ba-6756d03fb1af,2,264,2,Phone
3cfea7b3-ce70-4d6f-934c-4794c3fd9444,496b2f8b-e3aa-4103-9d84-94fb7e9e9072,3/27/2022,Savings,Yes,Sarahtown,be188be6-75e8-4bfb-ae22-3427bd110afc,4,357,6,Online
49bf6c0f-751d-4925-a246-a333ab57d940,cd9b139d-eab5-4014-a680-b0b719a1e854,7/8/2022,Savings,No,Robinsonshire,bceb28ab-c077-438e-b395-6c915469eaf9,3,91,8,Online
cb097064-9291-487a-8dad-d9a996b63ace,b1de99d1-2947-4bab-8861-01bb261aeb1e,1/1/2024,Checking,No,South Jared,876c77b3-012e-424c-a4c5-a1dc6fac7e3f,1,320,0,Phone
5d1867d3-3ddf-4efb-853f-eaabecb9d20d,4c403d5e-1c1e-4a57-8749-e855eb0e7de0,3/14/2022,Credit,Yes,Villarrealberg,5d8280f8-fbb3-41bc-8760-5a2592eb73e5,5,269,7,In-Person
b925e327-4d1b-4a0a-b1c6-4bb7ab936aed,9b54d9f8-a327-427b-a325-407ab58bb02d,8/6/2024,Checking,Yes,Christianland,9ea7410f-ab42-4257-b494-55d7637411f0,2,278,6,Online
93550adf-ec91-4dbc-8d67-b105bf15f106,e3c06146-390a-49c6-a700-fcc7ee351816,1/6/2024,Checking,Yes,East John,e2d2173b-286f-4670-8e3a-7e9aebe039ad,4,67,10,Online
c273df80-c1fa-4616-87e7-33915d71c712,66dabe3d-5b05-4cff-a4da-13e4083c6c59,12/2/2024,Credit,No,New Paultown,e06bd0c7-4973-4bd9-ae54-4d60f7b3ccc2,3,194,9,Online
b77b81cf-fe8c-44e4-9954-e417ab2cac06,65d8cc94-7280-477f-85c9-ed8c55da5d59,4/6/2023,Checking,No,Brownville,b6cfd71e-44bf-4c5c-ae49-2de41b6f7f5a,5,5,3,Online
dab64ad4-0b89-4890-ac98-63e2ea96c9a4,3b669cab-1343-43d7-9065-361643ab0d12,3/25/2022,Savings,Yes,Edwinmouth,92182f1f-d1d6-4414-9a69-8e480360f20f,2,295,6,Online
e4784d14-6bd8-4250-931d-05d66a14749d,6c8b2b72-fe7b-4494-9565-1f8e29c80af6,4/6/2021,Checking,No,Evansmouth,2e9cd784-e027-4d9c-bdf5-8c1200fe6aa8,2,294,0,In-Person
03853307-5328-4d1c-8a5a-bf1dd686d634,848fbaa9-9f4c-4179-94ce-99d9844a6329,7/22/2023,Credit,Yes,Cooperburgh,20849c7c-3f03-40d1-a9d6-6eef709f4b35,3,264,1,Online
9bb2b6d4-69bf-464d-a783-76f0867ec0d4,3c4b8af9-6aad-40f5-b28d-8e294ad42439,3/15/2024,Savings,No,Abbottburgh,2632dafa-269f-48b4-b56a-2210a3cc6dd4,2,46,10,Phone
03638aaa-0408-48a5-a91e-9ae76aa26b14,a86dd312-b2ff-4d85-9b1f-86a073162eed,1/24/2022,Credit,Yes,East Ashleyshire,bf0071ad-e0fd-4fbd-82a5-9ed5b5cbcc01,5,151,0,Online
13de85a0-feb8-4f09-85ff-e2941669ee13,4a47ef8b-fa19-4b31-af08-608c97a728fe,6/21/2023,Savings,No,Chavezmouth,4c4608eb-ce01-43d1-925e-0060e19e2838,2,303,10,Phone
86bdd7f6-8396-4ff1-9676-0eeb859ce5be,16daa53a-4643-4845-8672-af29c16378c7,9/1/2022,Credit,Yes,New Matthew,58fe0988-aa7b-467e-ba1f-a14f1bb20cb1,1,29,1,Online
5644e81a-62ff-42ac-bca9-97b86afe10df,f0290e05-eee5-481b-ab68-598f84955c6a,5/4/2024,Savings,Yes,Kellytown,dfb6b399-6155-47b8-a5d7-a262dd9e02ab,4,186,2,Online
b71943a6-0fa5-45a6-b4d6-fa86f13b6420,0102659c-cb90-4d13-ab9d-f216e796e567,3/16/2022,Checking,Yes,Hawkinsbury,2f5e1302-5c2d-4c72-ac12-264b8d694c54,4,152,6,Online
dded33af-9f7b-4cb4-a598-3c6d4a2f61d9,6eb424bd-6d74-4261-acff-76263e4518ba,12/16/2020,Savings,Yes,West Brian,85d269f3-da0b-45b0-a67c-a0e9cbb4c3a2,2,121,7,In-Person
770c82b6-631d-4a86-8851-824ef52f71a5,14fa31e6-fb0a-43ab-9bcb-e41b6b4352c1,3/23/2020,Checking,Yes,New Soniaville,8877fe52-cd5f-4162-90dc-0889797f1c79,1,2,0,Phone
62f4c304-35ab-45c9-86b5-f59e836767ef,92e68e96-a641-4d6f-8e6f-5559391c9d8a,9/29/2021,Savings,Yes,Vazquezville,c8b19cf0-a3e6-478f-8f64-8c05cdc03c98,3,296,3,Online
4b3d95d0-3506-4f45-ae84-76731d720ac9,b30af55b-f5e7-41d7-8dff-3cd4a96b0aed,3/15/2025,Savings,Yes,West Alyssahaven,7d4f205d-8ccc-499a-babf-defb6cc66d60,5,341,5,Online
cbc61a45-b377-4f6b-94b3-543352171d06,e9bbf81d-27cf-47fe-b5f9-a36e38a3d559,8/30/2023,Checking,No,Perezberg,7159be45-e3c3-4ff1-a967-b8807843ac21,1,179,2,In-Person
531c6771-4384-4473-8ced-1d2a52056db1,00e71b5e-4d2f-4e5d-b318-58532fbb4759,1/14/2020,Savings,No,Christopherhaven,45862037-1626-4424-a1a1-8b244ce95757,2,150,8,Phone
965b0e0a-b70a-4846-9e38-9dbd9e9a2f26,323bc3bf-4e44-4ea4-a5d9-0b9c47b0dbcc,2/13/2022,Checking,No,West Davidton,eaeb52cf-793b-46e4-ab33-26af3e5849c2,1,290,6,Online
84ecfd44-2be5-41cc-bc8d-2f36a2a75626,954c9c85-7412-499c-95ad-fcfec3f45709,5/29/2020,Checking,No,New Rachelfurt,9a86e142-20ad-424e-9d16-1c7f965377ca,5,288,5,In-Person
e199d01f-809d-4e88-a05e-ac11e31d67df,3b961cea-3299-4ec9-a2b9-abc55243ee4b,4/23/2025,Checking,No,South Kristin,e81534b9-bc74-47b4-b32a-ef4849ddbeea,4,233,3,Phone
204fffcd-3b04-4be8-b600-3fae7e26342e,b17c0354-720f-4369-b506-846259d56d0a,10/18/2021,Checking,No,Port Sharon,79475c7b-ad7e-4dc9-988f-0d73f162dfe3,5,300,0,Online
30f9d716-babd-420e-b33a-52c4746d3733,db08b834-50d6-4e5a-a62a-5a2c8c33842d,10/15/2021,Credit,No,North Victoria,43718d2e-6534-4c63-85f4-1358218fe096,2,351,5,Online
891b6707-e75d-47ac-8b81-0baca14767ff,00648911-570b-47da-a6cb-6d08507c166a,4/3/2025,Credit,No,South Joannport,703cafd8-ff08-4d36-9d04-48b31229bef4,5,130,7,In-Person
85d4c95d-54d5-4c8e-b30b-a983de704b2e,45c29daf-db3d-4d54-b7d8-e68d8f259225,4/24/2023,Savings,Yes,West Maxport,aa6f17ce-33a9-4030-861e-e70758c9bd20,1,26,1,Online
11b35121-61b0-45d1-be6f-2b0ebc9e19a1,c01e3ce4-a54c-420f-9ad0-d3d8a38c155e,3/10/2023,Checking,No,New Bethanymouth,8f46f2b6-b2fb-4d08-9602-cdc6189a7917,2,231,0,Online
de95a6ff-fff6-42d3-b3d6-34d1f46b4252,9927727e-3d52-44e1-be6e-5d71eaa55fd4,7/18/2023,Savings,No,East Kelly,3d7baa3e-b39b-43ba-9e7e-d95723623373,4,37,1,Phone
9054f808-a3cb-4248-99ab-c22c051aa9b1,59788b80-c105-48d4-aad4-7e0d72d94db6,1/12/2025,Checking,Yes,Port Gabriel,a8633619-4934-4fcc-9383-1e5966fe80a4,1,19,4,In-Person
79734374-63b6-49ec-a335-bf25437212f3,1fd0fd78-9e17-40ab-9a23-b7082560b917,9/1/2020,Credit,Yes,Port Danielborough,ed04337c-aa9e-43cf-9149-f3d7417f1698,2,124,10,Online
86c01c25-dae5-4e70-a2eb-615121f7b37d,67cbf4fb-2118-4af7-99cb-05edc67a269b,2/24/2024,Savings,No,Adamtown,6c76e2c7-85d9-4fc2-8d55-ebcc85907700,3,296,3,Phone
368798f6-9cad-4e84-94ff-0352bdb4c129,151f13f8-7cec-4648-b560-3f7093e3147a,1/17/2022,Credit,Yes,Brandonbury,34ddfe65-55a6-4f87-be06-8f6708ebde78,1,27,4,Phone
90af242c-ca1c-4110-a350-6c685fd6511a,24aed439-38d3-488d-ba35-3e6887e57f9c,6/26/2021,Credit,No,Hortonbury,11869445-9dbf-45c0-854a-49f7e20dd09d,4,282,10,Online
6e4e8550-efc2-4664-99c4-49d31de71d4e,3ee49c53-600e-4364-a40a-e5808242e6f7,8/22/2021,Savings,No,Jeffreyside,43e181b9-e752-4cd5-8bb6-d6f77497d8b1,1,236,8,In-Person
32b47520-96f7-44b2-9e75-aa510bfc70de,90cb5d75-ec6c-4fa2-8551-a2ff0bec45dd,9/25/2020,Savings,No,Stokesside,fadf1971-54f3-4b52-8ebe-9f2b891ecaf3,4,277,10,Phone
d173710d-7fd3-441a-979e-a5ba05aec906,eefc3249-0d41-4ece-84a6-55ef86fd25d4,10/18/2023,Savings,Yes,Nelsonshire,2223b27a-4d9d-479f-b7ed-7e501bb26428,4,318,3,Phone
feb29718-ac42-4c72-916e-1bd60ccf437b,c711d903-8cc8-4df7-b503-dfe3e2e74f72,4/25/2025,Credit,Yes,Petersonshire,461708cd-0078-4566-b1cc-2b6197376d24,1,337,10,Phone
61b35eca-71a1-46de-8a17-39eb2e8d21a2,ace667c9-0514-4826-a73f-96ea2e819c6d,7/30/2020,Savings,No,Leport,853efcb3-1669-4b97-834b-11e4e846ffc3,4,112,2,Phone
fed1b0ed-a3ad-4bdb-b9af-04bb72cef55f,0b72bf0d-ba14-44e9-8675-15e69aef6109,12/20/2023,Credit,No,Port Brendan,1606c07e-2514-40de-82e3-d3bf4cd4452a,1,359,10,Phone
5573f28a-759a-4286-b339-dfb281d52fa4,5bc6fa01-343f-4c26-a5ba-b2ace705c9f6,3/16/2023,Savings,Yes,East Shaneport,a948621d-1292-4f3d-979b-41f688e8fdc0,2,260,2,In-Person
ecf51d6f-d104-47ab-96f0-ec274f8c831c,caac018d-aac1-4ffd-b407-5fa56d8006bd,3/12/2025,Savings,No,Melindashire,4441db75-8677-4fdb-acc5-67ed258ff864,5,46,1,Phone
9addd631-dcc0-4917-98bb-e1cbd5adc812,3325c1ef-836d-4e0f-bb8e-959e27a303a8,12/21/2020,Savings,No,South Ashley,dcd5ab5a-59e6-451b-a0db-20cf53e69dc6,2,165,10,Phone
95f345ae-a5e8-40f8-80ab-6a2b77af20fa,d40d2bf4-d11b-41f0-b19f-939f4a119dd0,9/30/2022,Checking,No,Riveraburgh,e5de868a-fb98-4a37-9a8e-a77522d6443f,4,338,0,Phone
9b3ec6bf-c205-4589-a5d1-81046c2d06b6,5126f88d-15b3-470f-b042-e74410b45b30,5/3/2024,Checking,Yes,West Dylan,d48766de-2a25-4c0c-b872-7c8793510b9a,1,359,0,In-Person
5f68dc7c-f433-499d-9c85-40ca3cbb05c2,c1701117-a8eb-4aae-bc0a-219d402ecbcd,6/18/2022,Checking,Yes,Ortizburgh,6c4c78a8-e2aa-471b-bd80-2738e5b9094d,4,261,1,Phone
6c78ff9e-94bc-428a-8aaa-a63b6d775284,e5f16b2b-5fd3-440c-92d3-1492145fbb74,2/11/2021,Savings,Yes,Wilsonmouth,18630d4e-10a4-4869-aded-c66a74a57fa5,4,152,4,Phone
f312a3dd-84d2-4281-bdf5-85f377c98878,39232d85-7714-4b4f-b89d-ff56162ddf1f,2/13/2021,Savings,Yes,Monicahaven,d62485b1-e8a2-4cc0-b730-90e37374c643,1,327,4,Phone
6086eb31-f028-43d1-9bc9-fe3bc1e9cacf,fc03262e-0b25-4cbb-bb77-6dfc4ae709e6,8/12/2022,Savings,No,North Marcuston,6474543f-2b9b-4cf7-93a3-6f8029ea1210,1,177,3,In-Person
f0604cee-26dc-46a3-8f90-f3591fb3176e,4d333278-d712-4d37-910c-624a8f693865,11/29/2022,Credit,No,Johnland,4aea8296-5eef-46d8-895f-32504e4a8abd,2,297,0,Phone
6aa59da9-cfef-4f26-ad37-9e855455e4b9,0e759eeb-340b-4dab-a701-b04bbe512645,1/11/2025,Checking,Yes,North Brandon,5919cb7f-f524-4689-9588-a1a42e2e3938,2,137,2,Online
e53912f3-3b52-4d7a-8b5b-ee618f6f26a1,a59940c8-6d4c-4053-98ca-655558e1ad9d,6/8/2022,Credit,No,West Malloryberg,a95d9249-f365-4b16-87b6-40b7565d3c37,1,141,6,In-Person
fe3b56a7-42b0-4a42-8c91-b6d712c9cbcf,39a48c26-b6fc-437b-b3d5-d0d9d70de829,7/6/2021,Savings,No,New Bryan,3709caf3-2223-4159-bf8c-da6f3a00de78,3,27,2,Online
5a43e910-94e3-4e00-8cd2-074845a4ad57,678fa43b-76a6-438e-a7a4-abaa4f2764d3,2/12/2025,Checking,Yes,North Doris,0a37338c-e252-41ed-b4be-1bdebd8ae9b1,3,195,1,Online
fff28494-68af-48e3-9549-b28c3afdc2d2,321b7981-c46a-455a-a796-773bfc7ffaf2,1/13/2025,Credit,No,South Virginiaview,8d1fd485-a2c8-4f6f-981b-3cc45dc5f7f3,2,87,10,Phone
